date,avg_temp,rain_mm,weather
2024-03-23,9.8,2.1,약한비
2024-03-24,9.6,3.8,약한비
2024-03-25,7.6,0.0,흐림
2024-03-26,6.8,0.0,흐림
2024-03-27,7.3,0.0,맑음
2024-03-28,9.2,0.0,구름많음
2024-03-29,7.7,20.2,비
2024-03-30,11.5,1.6,약한비
2024-03-31,11.5,1.8,약한비
2024-04-02,13.3,0.0,맑음
2024-04-03,9.6,0.0,맑음
2024-04-04,9.7,0.0,맑음
2024-04-05,7.5,0.0,맑음
2024-04-06,13.0,0.0,흐림
2024-04-07,8.2,0.0,구름많음
2024-04-08,7.2,0.0,흐림
2024-04-09,7.8,0.0,맑음
2024-04-10,8.9,0.0,흐림
2024-04-11,10.7,0.0,맑음
2024-04-12,8.1,0.0,맑음
2024-04-13,14.3,0.0,흐림
2024-04-14,12.3,0.0,맑음
2024-04-15,11.2,0.0,흐림
2024-04-16,9.8,10.9,약한비
2024-04-17,10.2,0.0,구름많음
2024-04-19,16.8,2.8,약한비
2024-04-20,13.8,0.0,구름많음
2024-04-21,,0.0,맑음
2024-04-23,14.0,0.0,흐림
2024-04-24,15.6,0.0,구름많음
2024-04-25,17.5,0.0,흐림
2024-04-26,17.9,0.0,맑음
2024-04-27,15.1,11.7,약한비
2024-04-28,14.7,0.0,맑음
2024-04-29,13.7,0.0,맑음
2024-04-30,21.3,0.0,구름많음
2024-05-01,15.0,0.0,흐림
2024-05-02,14.2,8.1,약한비
2024-05-03,13.6,0.0,맑음
2024-05-04,17.0,0.0,맑음
2024-05-05,16.2,0.0,구름많음
2024-05-06,14.8,0.0,구름많음
2024-05-07,20.1,0.0,흐림
2024-05-08,15.8,0.0,흐림
2024-05-09,16.8,0.0,흐림
2024-05-10,16.7,0.0,흐림
2024-05-11,19.9,0.0,흐림
2024-05-12,20.8,6.4,약한비
2024-05-13,23.6,1.1,약한비
2024-05-14,18.7,0.0,구름많음
2024-05-15,14.8,0.0,구름많음
2024-05-16,20.8,0.0,맑음
2024-05-17,17.4,0.0,맑음
2024-05-18,19.5,16.7,비
2024-05-19,21.0,0.8,약한비
2024-05-20,18.2,0.0,흐림
2024-05-21,23.3,0.0,구름많음
2024-05-22,22.8,0.0,흐림
2024-05-23,22.5,0.0,맑음
2024-05-24,19.7,0.0,구름많음
2024-05-25,19.1,0.0,구름많음
2024-05-26,20.9,0.0,흐림
2024-05-27,25.0,0.0,맑음
2024-05-28,22.2,0.0,구름많음
2024-05-29,22.7,0.0,흐림
2024-05-30,21.7,0.0,맑음
2024-05-31,22.8,0.0,흐림
2024-06-01,24.7,0.0,흐림
2024-06-02,22.4,0.0,구름많음
2024-06-03,21.9,0.0,흐림
2024-06-04,23.4,0.0,구름많음
2024-06-05,23.6,14.1,약한비
2024-06-06,27.0,3.5,약한비
2024-06-07,25.1,2.5,약한비
2024-06-08,20.7,0.0,맑음
2024-06-09,23.8,0.0,맑음
2024-06-10,23.2,0.0,흐림
2024-06-11,23.6,2.0,약한비
2024-06-12,28.9,17.0,비
2024-06-13,25.6,0.0,구름많음
2024-06-15,25.3,0.0,구름많음
2024-06-16,22.4,12.4,약한비
2024-06-17,22.0,0.0,구름많음
2024-06-18,22.7,6.4,약한비
2024-06-19,22.7,7.5,약한비
2024-06-20,30.3,0.0,맑음
2024-06-21,24.1,17.7,비
2024-06-22,25.2,11.0,약한비
2024-06-23,27.2,0.0,맑음
2024-06-24,27.2,8.5,약한비
2024-06-25,28.2,0.0,맑음
2024-06-26,23.8,0.0,맑음
2024-06-27,28.7,0.0,맑음
2024-06-28,26.9,0.0,맑음
2024-06-29,24.5,0.0,흐림
2024-06-30,25.6,0.0,구름많음
2024-07-01,24.2,46.7,비
2024-07-02,23.5,19.0,비
2024-07-03,22.8,7.0,약한비
2024-07-04,24.7,0.0,흐림
2024-07-05,27.8,0.5,약한비
2024-07-06,25.8,1.1,약한비
2024-07-07,24.9,0.0,맑음
2024-07-08,22.2,0.0,구름많음
2024-07-09,24.8,0.0,구름많음
2024-07-10,26.6,0.0,맑음
2024-07-11,26.3,0.0,구름많음
2024-07-12,23.1,0.0,맑음
2024-07-13,25.8,5.6,약한비
2024-07-14,22.0,0.0,구름많음
2024-07-15,28.9,8.5,약한비
2024-07-16,25.8,0.0,구름많음
2024-07-17,23.4,0.0,구름많음
2024-07-18,26.0,31.6,비
2024-07-19,27.3,0.0,맑음
2024-07-20,27.4,14.3,약한비
2024-07-21,26.7,9.5,약한비
2024-07-22,23.1,75.7,비
2024-07-23,23.0,0.0,맑음
2024-07-24,25.3,0.0,맑음
2024-07-25,27.8,0.0,구름많음
2024-07-26,25.8,0.0,흐림
2024-07-27,25.2,0.0,구름많음
2024-07-28,27.6,17.6,비
2024-07-29,23.5,1.3,약한비
2024-07-30,27.0,27.8,비
2024-07-31,29.7,7.5,약한비
2024-08-01,25.5,0.0,구름많음
2024-08-02,26.4,0.0,맑음
2024-08-03,26.9,0.0,흐림
2024-08-04,26.7,0.0,구름많음
2024-08-05,23.8,0.0,맑음
2024-08-06,22.6,17.0,비
2024-08-07,29.2,0.0,맑음
2024-08-08,25.3,3.0,약한비
2024-08-09,23.9,0.0,구름많음
2024-08-10,20.4,0.0,구름많음
2024-08-11,20.6,0.0,구름많음
2024-08-12,22.0,0.0,흐림
2024-08-13,22.0,10.8,약한비
2024-08-14,22.9,0.0,맑음
2024-08-15,26.9,7.4,약한비
2024-08-16,22.6,0.0,흐림
2024-08-17,24.7,0.0,맑음
2024-08-18,19.9,0.0,맑음
2024-08-19,25.5,4.8,약한비
2024-08-20,18.9,0.0,구름많음
2024-08-21,24.8,0.0,맑음
2024-08-22,27.4,10.3,약한비
2024-08-23,22.2,21.0,비
2024-08-24,23.5,0.0,맑음
2024-08-26,18.0,0.0,구름많음
2024-08-27,19.8,0.0,맑음
2024-08-28,20.5,20.9,비
2024-08-29,22.6,21.6,비
2024-08-30,19.5,7.3,약한비
2024-08-31,28.8,0.0,맑음
2024-09-01,25.3,0.0,구름많음
2024-09-02,19.9,0.0,맑음
2024-09-03,23.3,0.0,구름많음
2024-09-04,23.6,0.0,흐림
2024-09-05,22.8,7.1,약한비
2024-09-06,20.3,1.5,약한비
2024-09-07,21.7,0.0,맑음
2024-09-08,27.7,0.0,흐림
2024-09-09,19.2,0.0,구름많음
2024-09-10,19.5,0.0,맑음
2024-09-11,20.9,0.0,구름많음
2024-09-12,19.5,0.0,맑음
2024-09-13,13.5,0.0,흐림
2024-09-14,24.0,0.0,맑음
2024-09-15,19.6,0.0,맑음
2024-09-16,20.3,0.0,구름많음
2024-09-17,18.1,0.0,구름많음
2024-09-18,18.5,0.0,흐림
2024-09-19,17.8,0.0,구름많음
2024-09-20,21.3,0.0,맑음
2024-09-21,14.2,0.0,맑음
2024-09-22,19.1,0.0,구름많음
2024-09-23,16.1,0.0,맑음
2024-09-24,18.0,0.0,흐림
2024-09-25,21.3,8.4,약한비
2024-09-26,15.8,0.0,흐림
2024-09-27,15.2,9.5,약한비
2024-09-28,13.7,0.0,흐림
2024-09-29,17.3,0.0,흐림
2024-09-30,15.2,0.0,흐림
2024-10-01,17.0,0.0,맑음
2024-10-02,18.2,0.0,구름많음
2024-10-03,12.8,0.0,구름많음
2024-10-04,14.0,0.0,맑음
2024-10-05,19.2,23.0,비
2024-10-06,13.0,0.0,맑음
2024-10-07,20.8,38.6,비
2024-10-08,17.5,0.0,구름많음
2024-10-09,13.5,0.0,흐림
2024-10-10,12.7,0.0,구름많음
2024-10-11,16.9,2.2,약한비
2024-10-12,13.1,0.0,맑음
2024-10-14,11.2,0.0,맑음
2024-10-15,13.1,0.3,약한비
2024-10-16,9.6,0.0,구름많음
2024-10-17,10.1,18.4,비
2024-10-18,14.6,0.0,맑음
2024-10-19,10.8,0.0,흐림
2024-10-20,7.8,0.0,구름많음
2024-10-21,7.0,1.8,약한비
2024-10-22,6.5,0.0,맑음
2024-10-23,9.1,0.0,흐림
2024-10-25,11.7,0.0,흐림
2024-10-26,12.6,0.0,흐림
2024-10-27,9.3,3.8,약한비
2024-10-28,6.5,0.0,구름많음
2024-10-29,11.5,0.0,구름많음
2024-10-30,8.6,1.5,약한비
2024-10-31,7.9,0.0,흐림
2024-11-02,9.7,0.0,흐림
2024-11-03,3.5,0.0,구름많음
2024-11-05,4.9,0.0,맑음
2024-11-06,8.3,0.0,맑음
2024-11-07,8.3,19.5,비
2024-11-08,5.2,0.0,구름많음
2024-11-09,11.7,0.0,흐림
2024-11-10,9.3,0.0,맑음
2024-11-11,10.9,0.0,흐림
2024-11-12,8.8,0.0,구름많음
2024-11-13,4.2,0.0,구름많음
2024-11-14,3.6,0.0,흐림
2024-11-15,5.8,52.8,비
2024-11-16,1.0,0.0,흐림
2024-11-17,6.3,0.0,흐림
2024-11-18,2.1,0.0,구름많음
2024-11-19,-2.4,42.1,비
2024-11-20,1.9,12.6,약한비
2024-11-23,,0.0,구름많음
2024-11-24,2.4,0.0,구름많음
2024-11-25,4.5,37.0,비
2024-11-26,0.8,0.0,구름많음
2024-11-27,4.2,0.0,맑음
2024-11-28,0.6,0.0,맑음
2024-11-29,1.5,0.0,구름많음
2024-11-30,3.3,0.0,맑음
2024-12-01,-0.5,0.0,흐림
2024-12-02,4.0,4.2,약한비
2024-12-03,9.1,0.0,흐림
2024-12-04,2.9,0.0,흐림
2024-12-05,4.8,8.0,약한비
2024-12-06,0.3,0.0,구름많음
2024-12-07,-0.7,0.7,약한비
2024-12-08,3.2,0.0,흐림
2024-12-09,-3.3,0.0,흐림
2024-12-10,-3.1,0.0,맑음
2024-12-11,5.1,0.0,구름많음
2024-12-12,2.1,0.0,흐림
2024-12-13,4.1,5.0,약한비
2024-12-14,1.2,13.0,약한비
2024-12-15,1.3,0.0,구름많음
2024-12-16,-0.6,0.0,흐림
2024-12-19,-1.1,0.0,구름많음
2024-12-20,3.0,0.0,흐림
2024-12-21,-1.0,0.0,맑음
2024-12-22,-0.5,0.0,흐림
2024-12-23,0.6,0.0,맑음
2024-12-24,-3.9,0.0,맑음
2024-12-25,3.5,0.0,흐림
2024-12-26,2.5,0.0,흐림
2024-12-27,-2.5,0.0,흐림
2024-12-28,0.8,0.0,맑음
2024-12-29,-2.2,2.9,약한비
2024-12-30,3.8,0.0,구름많음
2024-12-31,-1.3,0.0,흐림
2025-01-01,1.9,0.0,구름많음
2025-01-02,1.1,0.0,맑음
2025-01-03,-4.7,0.0,구름많음
2025-01-04,-3.6,0.0,흐림
2025-01-05,1.8,0.0,흐림
2025-01-06,0.3,17.2,비
2025-01-07,2.7,0.3,약한비
2025-01-08,-1.5,0.0,흐림
2025-01-09,-1.2,0.0,구름많음
2025-01-10,-0.2,5.2,약한비
2025-01-11,-3.0,0.0,맑음
2025-01-12,-0.0,0.0,맑음
2025-01-13,1.4,0.0,흐림
2025-01-14,-4.0,0.0,맑음
2025-01-15,-2.8,0.0,흐림
2025-01-16,1.6,0.0,맑음
2025-01-17,-1.4,0.0,구름많음
2025-01-18,3.9,23.9,비
2025-01-19,3.4,2.0,약한비
2025-01-20,-1.0,0.0,흐림
2025-01-21,0.1,0.0,맑음
2025-01-22,0.4,0.0,흐림
2025-01-23,2.0,0.0,흐림
2025-01-24,-7.3,0.0,흐림
2025-01-25,-0.3,0.0,구름많음
2025-01-26,-3.6,0.0,구름많음
2025-01-27,-5.5,0.0,흐림
2025-01-28,0.2,0.0,흐림
2025-01-29,-2.8,7.2,약한비
2025-01-30,-1.1,0.0,맑음
2025-01-31,-2.3,0.0,맑음
2025-02-01,4.0,0.0,구름많음
2025-02-02,-5.0,0.0,흐림
2025-02-03,3.3,0.0,구름많음
2025-02-04,0.7,0.0,구름많음
2025-02-05,2.6,0.0,구름많음
2025-02-06,3.0,14.9,약한비
2025-02-07,-3.9,0.0,맑음
2025-02-08,-0.3,0.0,맑음
2025-02-09,0.2,0.0,구름많음
2025-02-10,2.9,0.0,구름많음
2025-02-11,-1.6,0.0,흐림
2025-02-12,1.7,2.3,약한비
2025-02-13,3.7,3.1,약한비
2025-02-14,2.7,0.0,맑음
2025-02-15,1.9,0.0,맑음
2025-02-16,3.0,0.0,맑음
2025-02-17,-0.2,16.3,비
2025-02-18,3.4,28.0,비
2025-02-19,0.7,0.0,구름많음
2025-02-20,-0.7,0.0,구름많음
2025-02-21,2.0,0.0,흐림
2025-02-22,2.2,0.0,흐림
2025-02-23,4.2,0.0,흐림
2025-02-24,0.8,0.0,맑음
2025-02-25,1.7,0.0,구름많음
2025-02-26,2.7,0.0,구름많음
2025-02-27,2.9,0.5,약한비
2025-02-28,5.1,14.4,약한비
2025-03-01,3.6,0.0,흐림
2025-03-02,3.2,0.0,구름많음
2025-03-03,1.7,0.0,구름많음
2025-03-04,9.2,0.0,구름많음
2025-03-05,6.6,14.4,약한비
2025-03-06,6.1,0.0,흐림
2025-03-07,-0.7,0.0,구름많음
2025-03-08,5.6,0.0,흐림
2025-03-09,4.9,0.0,흐림
2025-03-10,4.6,0.0,흐림
2025-03-11,3.2,4.8,약한비
2025-03-12,,0.0,맑음
2025-03-13,2.8,28.3,비
2025-03-14,8.3,0.0,흐림
2025-03-15,,0.0,구름많음
2025-03-16,8.6,0.0,구름많음
2025-03-17,3.4,0.0,맑음
2025-03-18,2.7,0.0,구름많음
2025-03-19,6.3,0.0,맑음
2025-03-20,6.5,0.0,맑음
2025-03-21,5.0,0.0,구름많음
2025-03-22,6.3,0.0,구름많음
2025-03-23,6.7,0.0,맑음
2025-03-24,3.6,10.8,약한비
2025-03-25,11.0,7.0,약한비
2025-03-26,,0.0,맑음
2025-03-27,12.0,0.0,흐림
2025-03-28,7.0,0.0,맑음
2025-03-29,5.0,0.0,맑음
2025-03-30,4.7,0.0,구름많음
2025-03-31,10.4,0.0,구름많음
2025-04-01,14.2,0.0,흐림
2025-04-02,10.2,0.0,흐림
2025-04-03,9.7,0.0,흐림
2025-04-05,14.2,2.5,약한비
2025-04-06,10.9,0.0,구름많음
2025-04-08,13.6,0.0,맑음
2025-04-09,7.7,1.8,약한비
2025-04-10,12.6,0.0,흐림
2025-04-11,7.9,0.0,흐림
2025-04-12,14.8,0.0,구름많음
2025-04-13,14.6,17.4,비
2025-04-14,13.6,1.9,약한비
2025-04-15,8.1,13.2,약한비
2025-04-16,12.9,0.0,맑음
2025-04-17,13.0,0.1,약한비
2025-04-18,9.9,0.0,맑음
2025-04-19,12.0,0.0,흐림
2025-04-20,11.6,0.0,흐림
2025-04-21,17.7,0.0,흐림
2025-04-22,13.5,0.0,맑음
2025-04-23,14.9,4.2,약한비
2025-04-24,18.2,0.0,구름많음
2025-04-25,15.2,0.0,흐림
2025-04-26,14.9,0.0,맑음
2025-04-27,14.7,0.0,흐림
2025-04-28,16.1,0.0,맑음
2025-04-29,15.6,0.0,흐림
2025-04-30,17.1,0.0,흐림
2025-05-01,16.7,0.0,구름많음
2025-05-02,13.5,3.9,약한비
2025-05-03,14.1,0.0,맑음
2025-05-04,21.2,2.8,약한비
2025-05-05,17.1,0.0,맑음
2025-05-06,19.3,0.0,구름많음
2025-05-07,17.9,5.8,약한비
2025-05-08,16.3,0.0,구름많음
2025-05-09,23.0,15.1,비
2025-05-10,21.3,19.5,비
2025-05-11,13.0,0.0,흐림
2025-05-12,20.3,13.7,약한비
2025-05-13,19.7,0.0,구름많음
2025-05-14,19.5,0.0,구름많음
2025-05-15,16.9,0.0,흐림
2025-05-16,18.5,0.0,맑음
2025-05-17,20.2,0.0,맑음
2025-05-18,18.6,13.0,약한비
2025-05-19,11.9,0.0,구름많음
2025-05-21,22.8,0.0,맑음
2025-05-22,21.6,0.0,구름많음
2025-05-23,18.6,0.0,구름많음
2025-05-24,21.4,0.0,흐림
2025-05-25,22.8,0.0,맑음
2025-05-26,23.4,27.3,비
2025-05-27,25.1,0.0,맑음
2025-05-28,19.5,0.0,맑음
2025-05-30,23.4,0.0,맑음
2025-05-31,26.1,8.4,약한비
2025-06-01,25.1,0.0,흐림
2025-06-02,26.0,0.0,구름많음
2025-06-03,25.2,0.0,흐림
2025-06-04,22.2,0.0,구름많음
2025-06-05,21.8,3.8,약한비
2025-06-06,22.3,0.0,구름많음
2025-06-07,21.1,0.0,흐림
2025-06-08,25.9,0.0,흐림
2025-06-09,20.5,36.8,비
2025-06-10,22.5,0.0,구름많음
2025-06-11,24.7,6.7,약한비
2025-06-12,24.7,0.0,구름많음
2025-06-13,22.4,0.0,맑음
2025-06-14,23.9,0.0,구름많음
2025-06-15,,0.0,맑음
2025-06-16,28.0,3.1,약한비
2025-06-17,22.8,0.0,맑음
2025-06-18,23.5,0.0,구름많음
2025-06-19,27.0,0.0,흐림
2025-06-20,30.2,0.0,맑음
2025-06-21,22.4,6.9,약한비
2025-06-22,24.8,0.0,구름많음
2025-06-23,29.5,14.0,약한비
2025-06-24,26.7,8.5,약한비
2025-06-25,22.9,3.9,약한비
2025-06-26,23.0,0.0,구름많음
2025-06-27,27.8,0.0,구름많음
2025-06-28,24.6,0.0,구름많음
2025-06-29,26.9,0.0,흐림
2025-06-30,28.0,4.3,약한비
2025-07-01,27.6,0.0,맑음
2025-07-02,24.5,0.0,맑음
2025-07-03,25.0,0.0,맑음
2025-07-04,23.6,0.0,맑음
2025-07-05,25.0,0.5,약한비
2025-07-06,26.1,0.0,맑음
2025-07-07,23.6,0.0,구름많음
2025-07-08,20.0,6.4,약한비
2025-07-09,27.7,0.0,맑음
2025-07-10,28.0,0.0,맑음
2025-07-11,23.6,0.0,흐림
2025-07-12,24.4,0.0,흐림
2025-07-13,27.7,0.0,구름많음
2025-07-14,23.2,0.0,맑음
2025-07-15,30.7,0.0,맑음
2025-07-16,26.3,0.0,구름많음
2025-07-17,28.8,6.9,약한비
2025-07-18,28.9,5.0,약한비
2025-07-19,28.8,0.0,맑음
2025-07-20,27.9,0.0,맑음
2025-07-21,25.8,0.0,구름많음
2025-07-22,28.5,1.2,약한비
2025-07-23,26.6,50.7,비
2025-07-24,29.1,19.8,비
2025-07-25,19.6,0.0,흐림
2025-07-26,26.2,0.0,흐림
2025-07-27,24.9,5.3,약한비
2025-07-28,28.8,6.7,약한비
2025-07-29,29.2,1.1,약한비
2025-07-30,32.2,0.0,맑음
2025-07-31,30.5,0.0,맑음
2025-08-01,27.3,0.0,맑음
2025-08-02,29.5,0.0,맑음
2025-08-03,23.4,0.0,맑음
2025-08-04,28.1,0.0,맑음
2025-08-05,26.1,5.8,약한비
2025-08-06,31.1,0.0,맑음
2025-08-07,18.8,0.0,흐림
2025-08-08,22.8,0.0,맑음
2025-08-09,23.0,0.0,흐림
2025-08-10,25.7,0.0,맑음
2025-08-11,28.9,0.0,맑음
2025-08-12,30.6,1.7,약한비
2025-08-13,26.4,0.0,맑음
2025-08-14,24.4,0.0,구름많음
2025-08-15,21.8,0.0,맑음
2025-08-16,29.3,0.0,맑음
2025-08-17,22.6,13.1,약한비
2025-08-18,24.4,0.0,흐림
2025-08-19,20.0,0.6,약한비
2025-08-20,20.3,0.0,흐림
2025-08-21,20.5,0.0,흐림
2025-08-22,30.4,5.0,약한비
2025-08-23,25.3,0.0,흐림
2025-08-24,25.4,0.0,구름많음
2025-08-25,19.6,0.0,구름많음
2025-08-26,20.8,0.0,흐림
2025-08-27,21.6,0.0,흐림
2025-08-28,23.9,0.0,흐림
2025-08-29,19.9,0.0,구름많음
2025-08-30,19.6,40.5,비
2025-08-31,22.2,0.0,흐림
2025-09-01,24.2,0.0,구름많음
2025-09-02,27.0,0.0,흐림
2025-09-03,21.6,4.0,약한비
2025-09-04,26.6,0.0,구름많음
2025-09-05,14.9,0.0,맑음
2025-09-06,18.6,0.0,흐림
2025-09-07,24.5,0.0,흐림
2025-09-08,20.4,0.0,흐림
2025-09-09,20.3,0.0,흐림
2025-09-10,23.0,0.0,맑음
2025-09-11,20.7,0.0,맑음
2025-09-12,19.0,0.0,구름많음
2025-09-13,20.2,0.0,맑음
2025-09-14,20.4,0.0,구름많음
2025-09-15,19.9,0.0,흐림
2025-09-16,17.6,0.0,맑음
2025-09-17,20.5,0.0,맑음
2025-09-18,18.9,0.0,맑음
2025-09-19,16.4,0.0,맑음
2025-09-20,20.7,0.0,맑음
2025-09-21,16.9,0.0,맑음
2025-09-22,17.1,2.7,약한비
2025-09-24,14.6,0.0,흐림
2025-09-25,16.6,20.6,비
2025-09-26,18.0,0.0,흐림
2025-09-27,18.8,0.0,흐림
2025-09-28,17.0,3.0,약한비
2025-09-29,10.5,0.0,구름많음
2025-09-30,13.5,0.0,구름많음
2025-10-01,10.7,0.0,구름많음
2025-10-02,15.4,0.0,구름많음
2025-10-03,14.3,0.0,구름많음
2025-10-04,17.8,0.0,구름많음
2025-10-05,18.9,10.3,약한비
2025-10-06,14.9,0.0,구름많음
2025-10-07,13.2,0.0,구름많음
2025-10-08,16.2,0.0,흐림
2025-10-09,10.3,0.0,맑음
2025-10-10,7.8,0.0,구름많음
2025-10-11,10.5,1.9,약한비
2025-10-12,14.5,0.0,구름많음
2025-10-13,13.6,40.9,비
2025-10-14,13.6,0.0,맑음
2025-10-15,15.0,22.8,비
2025-10-16,10.7,0.0,구름많음
2025-10-17,11.5,0.0,구름많음
2025-10-18,15.4,0.0,구름많음
2025-10-19,10.9,0.0,구름많음
2025-10-20,11.8,0.0,흐림
2025-10-21,12.4,0.0,흐림
2025-10-22,7.9,0.0,흐림
2025-10-23,9.1,0.0,맑음
2025-10-24,16.6,0.0,맑음
2025-10-25,5.4,0.0,구름많음
2025-10-26,10.6,0.0,흐림
2025-10-27,13.7,0.0,구름많음
2025-10-28,16.5,0.0,흐림
2025-10-29,5.5,0.0,흐림
2025-10-30,11.3,2.7,약한비
2025-10-31,9.2,0.0,맑음
2025-11-01,12.5,0.0,흐림
2025-11-02,10.8,0.0,맑음
2025-11-03,5.6,0.0,구름많음
2025-11-04,7.2,0.0,맑음
2025-11-05,10.7,0.0,흐림
2025-11-06,10.8,0.0,맑음
2025-11-07,9.2,0.0,흐림
2025-11-08,3.9,0.0,맑음
2025-11-09,8.8,0.0,구름많음
2025-11-10,6.6,8.1,약한비
2025-11-11,8.7,0.0,구름많음
2025-11-13,2.9,0.0,구름많음
2025-11-14,9.1,0.0,맑음
2025-11-15,3.3,0.0,흐림
2025-11-16,4.2,2.6,약한비
2025-11-17,3.9,0.0,구름많음
2025-11-18,5.8,0.0,구름많음
2025-11-19,5.3,0.0,맑음
2025-11-20,6.6,4.5,약한비
2025-11-21,3.8,0.0,맑음
2025-11-22,3.3,3.3,약한비
2025-11-23,0.6,0.0,구름많음
2025-11-24,4.0,0.0,흐림
2025-11-25,2.7,0.0,구름많음
2025-11-26,6.8,0.0,맑음
2025-11-27,7.3,0.0,구름많음
2025-11-28,7.5,0.0,구름많음
2025-11-29,7.1,0.0,흐림
2025-11-30,4.8,4.2,약한비
2025-12-01,1.7,0.0,흐림
2025-12-02,2.7,0.0,흐림
2025-12-03,3.4,0.0,흐림
2025-12-04,0.5,0.0,흐림
2025-12-05,4.7,0.0,구름많음
2025-12-06,2.8,12.8,약한비
2025-12-07,1.2,18.7,비
2025-12-08,0.7,4.4,약한비
2025-12-09,1.5,0.0,흐림
2025-12-10,0.1,0.0,구름많음
2025-12-11,2.1,0.0,구름많음
2025-12-12,1.8,0.0,맑음
2025-12-13,1.9,0.0,맑음
2025-12-14,3.5,0.0,맑음
2025-12-15,-1.2,0.0,구름많음
2025-12-16,-1.9,0.0,구름많음
2025-12-17,3.8,0.0,흐림
2025-12-18,-6.7,0.0,구름많음
2025-12-19,5.5,12.9,약한비
2025-12-20,,0.0,맑음
2025-12-21,-1.0,0.0,구름많음
2025-12-22,4.8,0.0,맑음
2025-12-23,-1.4,0.0,맑음
2025-12-24,-1.6,0.0,흐림
2025-12-25,2.0,0.0,흐림
2025-12-26,-1.9,0.0,구름많음
2025-12-27,-2.1,0.0,맑음
2025-12-28,-2.2,0.0,구름많음
2025-12-29,3.2,0.0,흐림
2025-12-30,-0.8,0.0,흐림
2025-12-31,-3.8,0.0,흐림
